"Match#","Time","Autonomous","Teleop","Status","Team #","Team Position","Joystick Sent","Joystick Lost","Joystick Disc","NXT Disconnects","NXT Volt Start","NXT Volt End","Robot Volt Start","Robot Volt End","Teleop Name","Initial Program","Notes","Freq NXT Volt Critical","Freq NXT Volt Error","Freq NXT Volt Warn","Freq NXT Volt Safe","NXT Volt Min","NXT Volt Max"
"1","11-Nov-2014 07:45:39 PM","No Autonomous","02:00","Halted","8492","Red Team 1",277,0,0,0,"8.153V","8.127V","13.598V","13.584V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","291","13.552V","13.643V"
"1","11-Nov-2014 07:52:07 PM","No Autonomous","02:00","Halted","8492","Red Team 1",592,0,0,0,"8.145V","8.145V","13.564V","13.564V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","601","13.519V","13.610V"
"1","22-Nov-2014 01:53:35 PM","No Autonomous","02:00","Halted","8492","Red Team 1",96,0,0,0,"8.019V","8.021V","12.998V","12.985V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","163","12.966V","13.043V"
"1","22-Nov-2014 01:54:01 PM","No Autonomous","02:00","Halted","8492","Red Team 1",173,0,0,0,"8.018V","8.021V","12.981V","12.987V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","184","12.962V","13.032V"
"1","22-Nov-2014 01:54:55 PM","No Autonomous","02:00","Halted","8492","Red Team 1",617,0,0,0,"8.018V","8.017V","12.983V","12.940V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","1","658","10.461V","13.024V"
"1","22-Nov-2014 01:55:59 PM","00:30","02:00","Halted","8492","Red Team 1",387,0,0,0,"8.019V","8.016V","12.943V","12.901V","Teleop.rxe","Autotest.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","431","10.461V","13.024V"
"1","22-Nov-2014 02:29:19 PM","00:30","02:00","Halted","8492","Red Team 1",163,0,0,0,"8.077V","8.085V","13.666V","13.420V","Teleop.rxe","Autotest.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","184","11.044V","13.725V"
"1","22-Nov-2014 02:30:07 PM","No Autonomous","02:00","Played","8492","Red Team 1",2545,0,0,0,"8.083V","8.081V","13.607V","13.378V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","2406","10.890V","13.725V"
"1","22-Nov-2014 02:35:15 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1488,2,0,0,"8.071V","8.073V","13.410V","13.084V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1415","10.467V","13.447V"
"1","22-Nov-2014 02:37:25 PM","No Autonomous","02:00","Halted","8492","Red Team 1",752,0,0,0,"8.072V","8.070V","13.254V","13.199V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","723","10.776V","13.296V"
"1","22-Nov-2014 02:41:02 PM","No Autonomous","02:00","Played","8492","Red Team 1",2566,0,0,0,"8.062V","8.057V","13.171V","13.005V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","1","2474","10.687V","13.214V"
"1","22-Nov-2014 02:43:15 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1320,0,0,0,"8.059V","8.055V","13.014V","12.882V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","1","1279","10.555V","13.059V"
"1","06-Dec-2014 11:21:35 AM","00:30","02:00","","8492","Red Team 1",297,0,0,0,"7.832V","7.832V","12.606V","12.606V","Teleop.rxe","AutoDrivePlus.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","100","11.824V","12.651V"
"1","06-Dec-2014 11:27:44 AM","00:30","02:00","Halted","8492","Red Team 1",642,0,0,0,"7.823V","7.825V","12.608V","12.549V","Teleop.rxe","AutoDrivePlus.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","718","12.063V","12.645V"
"1","06-Dec-2014 11:36:45 AM","00:30","02:00","Halted","8492","Red Team 1",561,0,0,0,"7.821V","7.821V","12.562V","12.562V","Teleop.rxe","AutoDrivePlus.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","400","10.875V","12.610V"
"1","06-Dec-2014 11:47:04 AM","00:30","02:00","Halted","8492","Red Team 1",295,0,0,0,"7.806V","7.806V","12.590V","12.590V","Teleop.rxe","AutoDrivePlus.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","101","11.929V","12.639V"
"1","06-Dec-2014 11:55:23 AM","00:30","02:00","Halted","8492","Red Team 1",643,0,0,0,"7.805V","7.805V","12.575V","12.575V","Teleop.rxe","AutoDrivePlus.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","11318","11.910V","12.641V"
"1","06-Dec-2014 12:33:20 PM","00:30","No Teleop","Halted","8492","Red Team 1",346,1,0,0,"7.791V","7.780V","12.570V","12.352V","Teleop.rxe","TestAuto1.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","401","11.613V","12.630V"
"1","06-Dec-2014 12:34:50 PM","00:30","No Teleop","Halted","8492","Red Team 1",575,0,0,0,"7.787V","7.788V","12.556V","12.470V","Teleop.rxe","TestAuto1.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","613","10.617V","12.630V"
"1","06-Dec-2014 12:38:38 PM","00:30","No Teleop","Halted","8492","Red Team 1",599,0,0,0,"7.786V","7.787V","12.544V","12.344V","Teleop.rxe","TestAuto1.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","582","11.432V","12.591V"
"1","06-Dec-2014 12:41:49 PM","00:30","No Teleop","Halted","8492","Red Team 1",531,0,0,0,"7.782V","7.787V","12.509V","12.449V","Teleop.rxe","TestAuto1.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","498","11.380V","12.556V"
"1","06-Dec-2014 12:51:16 PM","00:30","No Teleop","Halted","8492","Red Team 1",464,0,0,0,"7.776V","7.777V","12.520V","12.480V","Teleop.rxe","TestAuto1.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","506","10.799V","12.560V"
"1","06-Dec-2014 12:53:51 PM","00:30","No Teleop","Halted","8492","Red Team 1",406,0,0,0,"7.773V","7.774V","12.512V","12.478V","Teleop.rxe","TestAuto1.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","389","10.863V","12.554V"
"1","06-Dec-2014 12:58:42 PM","00:30","No Teleop","Halted","8492","Red Team 1",531,0,0,0,"7.773V","7.775V","12.503V","12.476V","Teleop.rxe","TestAuto1.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","560","10.673V","12.556V"
"1","06-Dec-2014 01:01:50 PM","00:30","No Teleop","Played","8492","Red Team 1",643,0,0,0,"7.769V","7.772V","12.510V","12.494V","Teleop.rxe","TestAuto1.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","674","10.791V","12.548V"
"1","10-Dec-2014 06:39:40 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1472,0,0,0,"7.743V","7.745V","12.682V","12.514V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","3","1450","10.157V","12.731V"
"1","10-Dec-2014 07:27:27 PM","No Autonomous","02:00","Halted","8492","Red Team 1",898,0,0,0,"7.740V","7.737V","12.582V","12.562V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","852","12.529V","12.639V"
"1","10-Dec-2014 07:31:42 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1997,0,0,0,"7.740V","7.736V","12.543V","12.523V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1947","12.313V","12.589V"
"1","10-Dec-2014 07:37:49 PM","No Autonomous","02:00","Halted","8492","Red Team 1",2122,0,"00:04",0,"7.733V","7.732V","12.495V","12.476V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 Disabled","0","0","0","2039","12.304V","12.548V"
"1","10-Dec-2014 07:40:26 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1095,0,"00:28",0,"7.732V","7.733V","12.481V","12.470V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1069","12.430V","12.529V"
"1","10-Dec-2014 07:43:24 PM","No Autonomous","02:00","Halted","8492","Red Team 1",2457,0,0,16,"7.734V","7.734V","12.461V","12.461V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","1376","12.197V","12.513V"
"1","10-Dec-2014 07:47:26 PM","No Autonomous","02:00","Halted","8492","Red Team 1",36,0,0,0,"0.000V","0.000V","0.000V","0.000V","","","P0.0 F0.0 SV2.02/Sep  9 2011 ","0","0","0","0","0.000V","0.000V"
"1","10-Dec-2014 07:48:07 PM","No Autonomous","02:00","Halted","8492","Red Team 1",687,0,0,0,"7.727V","7.726V","12.476V","12.432V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","717","11.562V","12.525V"
"1","17-Dec-2014 07:24:12 PM","00:30","02:00","Halted","8492","Red Team 1",94,0,0,0,"7.888V","7.888V","12.939V","12.854V","Teleop.rxe","AutoDrivePlus.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","92","10.634V","13.008V"
"1","17-Dec-2014 07:25:17 PM","00:30","02:00","Halted","8492","Red Team 1",14,0,0,0,"7.890V","7.891V","12.922V","12.923V","Teleop.rxe","","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","101","10.634V","13.008V"
"1","21-Dec-2014 12:39:46 PM","00:30","02:00","Halted","8492","Red Team 1",76,0,0,0,"7.839V","7.843V","12.902V","12.786V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","148","10.795V","12.960V"
"1","21-Dec-2014 12:47:02 PM","00:30","02:00","Halted","8492","Red Team 1",214,0,0,0,"7.835V","7.835V","12.812V","12.690V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","230","10.611V","12.851V"
"1","21-Dec-2014 12:49:29 PM","00:30","02:00","Halted","8492","Red Team 1",281,1,0,0,"7.835V","7.837V","12.786V","12.780V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","345","10.772V","12.830V"
"1","21-Dec-2014 12:51:38 PM","00:30","02:00","Halted","8492","Red Team 1",313,1,0,0,"7.838V","7.836V","12.745V","12.753V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","320","10.291V","12.808V"
"1","21-Dec-2014 12:55:53 PM","00:30","02:00","Halted","8492","Red Team 1",242,0,0,0,"7.836V","7.829V","12.730V","12.711V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","251","10.923V","12.773V"
"1","21-Dec-2014 12:58:50 PM","00:30","02:00","Halted","8492","Red Team 1",445,0,0,0,"7.821V","7.823V","12.705V","12.692V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","431","10.712V","12.766V"
"1","21-Dec-2014 01:02:39 PM","00:30","02:00","Halted","8492","Red Team 1",272,0,0,0,"7.834V","7.823V","12.704V","12.662V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","284","10.696V","12.744V"
"1","21-Dec-2014 01:05:24 PM","00:30","02:00","Halted","8492","Red Team 1",482,2,0,0,"7.822V","7.823V","12.701V","12.681V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","635","10.100V","12.752V"
"1","21-Dec-2014 01:07:42 PM","00:30","02:00","Halted","8492","Red Team 1",172,0,0,0,"7.818V","7.815V","12.716V","12.696V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","245","9.966V","12.752V"
"1","21-Dec-2014 01:09:37 PM","00:30","02:00","Halted","8492","Red Team 1",76,0,0,0,"7.820V","7.765V","12.671V","12.487V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","126","10.324V","12.729V"
"1","21-Dec-2014 01:12:18 PM","00:30","02:00","Halted","8492","Red Team 1",108,0,0,0,"7.818V","7.774V","12.678V","12.404V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","136","10.654V","12.723V"
"1","21-Dec-2014 01:19:50 PM","00:30","02:00","Halted","8492","Red Team 1",99,0,0,0,"7.807V","7.807V","12.627V","12.594V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","190","10.322V","12.686V"
"1","21-Dec-2014 01:21:05 PM","00:30","02:00","Halted","8492","Red Team 1",166,0,0,0,"7.817V","7.773V","12.663V","12.600V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","197","10.287V","12.696V"
"1","21-Dec-2014 01:25:01 PM","00:30","02:00","Halted","8492","Red Team 1",647,1,0,0,"7.810V","7.812V","12.644V","12.638V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","3658","10.372V","12.684V"
"1","21-Dec-2014 01:30:43 PM","00:30","02:00","Halted","8492","Red Team 1",640,1,0,0,"7.797V","7.804V","12.635V","12.602V","Teleop.rxe","AutoSensorR.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","1","1165","10.269V","12.674V"
"1","23-Dec-2014 07:33:47 PM","No Autonomous","02:00","Halted","8492","Red Team 1",2288,0,0,0,"7.782V","7.775V","12.498V","12.139V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","6","2213","10.211V","12.550V"
"1","23-Dec-2014 07:36:16 PM","No Autonomous","02:00","Played","8492","Red Team 1",2552,0,0,0,"7.775V","7.771V","12.342V","12.204V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","3","2409","10.095V","12.383V"
"1","23-Dec-2014 07:50:16 PM","No Autonomous","02:00","Halted","8492","Red Team 1",1907,0,0,0,"7.755V","7.761V","12.308V","12.226V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","8","1859","10.182V","12.372V"
"1","23-Dec-2014 07:52:06 PM","No Autonomous","02:00","Halted","8492","Red Team 1",2309,0,0,0,"7.757V","7.759V","12.249V","12.178V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","14","2244","10.149V","12.298V"
"1","26-Dec-2014 09:58:44 AM","No Autonomous","02:00","Halted","8492","Red Team 1",2315,1,0,0,"7.726V","7.726V","12.508V","12.410V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","2","2177","9.949V","12.548V"
"1","26-Dec-2014 10:07:04 AM","No Autonomous","02:00","Played","8492","Red Team 1",2556,0,0,0,"7.719V","7.713V","12.363V","12.264V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","9","2433","10.263V","12.416V"
"1","26-Dec-2014 10:27:10 AM","No Autonomous","02:00","Played","8492","Red Team 1",2566,0,0,0,"7.700V","7.704V","12.232V","12.149V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","12","2485","10.176V","12.280V"
"1","26-Dec-2014 10:29:44 AM","No Autonomous","02:00","Halted","8492","Red Team 1",1669,1,0,0,"7.698V","7.698V","12.196V","11.945V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","9","1561","10.180V","12.236V"
"1","27-Dec-2014 10:32:02 AM","No Autonomous","02:00","Played","8492","Red Team 1",2552,0,0,0,"7.650V","7.654V","12.466V","12.280V","Teleop.rxe","Teleop.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","6","2456","10.254V","12.535V"
"1","27-Dec-2014 10:47:45 AM","No Autonomous","02:00","Played","8492","Red Team 1",2566,0,0,0,"7.640V","7.636V","12.158V","12.064V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","11","2452","10.120V","12.207V"
"1","27-Dec-2014 10:49:59 AM","No Autonomous","02:00","Played","8492","Red Team 1",2566,0,0,0,"7.641V","7.634V","12.075V","12.072V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","9","2430","10.069V","12.139V"
"1","27-Dec-2014 11:04:26 AM","No Autonomous","02:00","Halted","8492","Red Team 1",2465,0,0,0,"7.625V","7.627V","12.104V","12.033V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","16","2320","10.038V","12.150V"
"1","27-Dec-2014 11:06:31 AM","No Autonomous","02:00","Halted","8492","Red Team 1",2267,0,0,3,"7.624V","7.624V","12.041V","12.041V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","19","1983","10.091V","12.086V"
"1","27-Dec-2014 11:17:43 AM","No Autonomous","02:00","Played","8492","Red Team 1",2566,0,0,0,"7.620V","7.619V","12.098V","11.952V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","26","2396","9.879V","12.131V"
"1","27-Dec-2014 11:27:16 AM","00:30","02:00","Halted","8492","Red Team 1",52,0,0,0,"7.615V","7.615V","12.058V","12.039V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","53","12.012V","12.106V"
"1","27-Dec-2014 11:27:42 AM","00:30","02:00","Halted","8492","Red Team 1",210,0,0,0,"7.615V","7.613V","12.061V","12.016V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","1","221","9.716V","12.106V"
"1","27-Dec-2014 11:28:42 AM","No Autonomous","02:00","Played","8492","Red Team 1",2565,0,0,0,"7.615V","7.615V","12.052V","11.902V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","52","2381","9.679V","12.106V"
"1","27-Dec-2014 11:36:39 AM","00:30","02:00","Played","8492","Red Team 1",3210,0,0,0,"7.612V","7.608V","12.073V","11.888V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","29","3167","10.001V","12.119V"
"1","27-Dec-2014 11:45:38 AM","00:30","02:00","Played","8492","Red Team 1",3211,0,0,0,"7.602V","7.600V","12.020V","11.866V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","53","4003","9.429V","12.119V"
"1","27-Dec-2014 11:53:42 AM","00:30","02:00","Halted","8492","Red Team 1",63,0,0,0,"7.595V","7.593V","11.989V","11.649V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","1","112","9.897V","12.036V"
"1","27-Dec-2014 11:54:00 AM","No Autonomous","02:00","Played","8492","Red Team 1",2559,0,0,0,"7.589V","7.594V","11.961V","11.832V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","76","2348","9.786V","12.036V"
"1","27-Dec-2014 11:59:39 AM","00:30","02:00","Played","8492","Red Team 1",3208,0,0,0,"7.590V","7.583V","11.969V","11.850V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","65","3147","9.856V","12.005V"
"1","27-Dec-2014 12:05:05 PM","No Autonomous","02:00","Played","8492","Red Team 1",2566,0,0,0,"7.586V","7.587V","11.935V","11.819V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","79","2386","9.768V","11.981V"
"1","27-Dec-2014 12:10:03 PM","No Autonomous","02:00","Played","8492","Red Team 1",2560,0,0,0,"7.584V","7.579V","11.923V","11.790V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","89","2329","9.621V","11.964V"
"1","27-Dec-2014 12:15:45 PM","No Autonomous","02:00","Played","8492","Red Team 1",2539,0,0,0,"7.581V","7.578V","11.876V","11.715V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","92","2372","9.774V","11.950V"
"1","27-Dec-2014 12:20:41 PM","No Autonomous","02:00","Played","8492","Red Team 1",2538,0,0,0,"7.574V","7.574V","11.873V","11.634V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","133","2292","9.607V","11.913V"
"1","27-Dec-2014 12:29:20 PM","No Autonomous","02:00","Played","8492","Red Team 1",2545,0,0,0,"7.563V","7.568V","11.856V","11.668V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","141","2363","9.351V","11.898V"
"1","27-Dec-2014 12:40:54 PM","00:30","02:00","Played","8492","Red Team 1",3197,0,0,0,"7.560V","7.559V","11.871V","11.619V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","165","2887","9.530V","11.919V"
"1","27-Dec-2014 12:52:48 PM","00:30","02:00","Halted","8492","Red Team 1",217,0,0,0,"7.552V","7.550V","12.834V","12.653V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","217","10.722V","12.880V"
"1","27-Dec-2014 12:53:20 PM","No Autonomous","02:00","Played","8492","Red Team 1",2543,0,0,0,"7.552V","7.553V","12.760V","12.486V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","9","2447","10.199V","12.880V"
"1","27-Dec-2014 01:46:35 PM","No Autonomous","02:00","Played","8492","Red Team 1",2561,0,0,0,"7.531V","7.530V","12.533V","12.328V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","13","2411","9.939V","12.579V"
"1","27-Dec-2014 01:51:20 PM","00:30","02:00","Halted","8492","Red Team 1",376,0,0,0,"7.531V","7.530V","12.418V","12.350V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","7","361","10.374V","12.457V"
"1","27-Dec-2014 01:52:12 PM","No Autonomous","02:00","Halted","8492","Red Team 1",570,0,0,0,"7.530V","7.530V","12.384V","12.384V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","502","10.374V","12.457V"
"1","30-Dec-2014 08:13:25 AM","00:30","02:00","Halted","8492","Red Team 1",645,0,0,0,"7.516V","7.518V","12.588V","12.553V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","717","10.073V","12.641V"
"1","30-Dec-2014 08:16:19 AM","00:30","No Teleop","Halted","8492","Red Team 1",98,0,0,0,"7.516V","7.518V","12.525V","12.329V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","184","9.877V","12.641V"
"1","30-Dec-2014 08:32:43 AM","00:30","No Teleop","Halted","8492","Red Team 1",156,0,0,0,"7.513V","7.507V","12.417V","12.305V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","1","198","9.543V","12.455V"
"1","30-Dec-2014 08:35:14 AM","00:30","No Teleop","Halted","8492","Red Team 1",64,0,0,0,"7.507V","7.508V","12.357V","11.862V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","1","126","9.396V","12.455V"
"1","30-Dec-2014 08:38:14 AM","00:30","No Teleop","Halted","8492","Red Team 1",58,0,0,0,"7.511V","7.507V","12.376V","12.260V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","0","112","9.396V","12.455V"
"1","30-Dec-2014 08:42:59 AM","00:30","No Teleop","Halted","8492","Red Team 1",168,0,0,0,"7.507V","7.504V","12.353V","12.158V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","2","212","9.396V","12.455V"
"1","30-Dec-2014 08:44:38 AM","00:30","No Teleop","Halted","8492","Red Team 1",56,1,0,0,"7.505V","7.505V","12.339V","11.813V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","1","73","9.396V","12.455V"
"1","30-Dec-2014 06:26:16 PM","00:30","02:00","Halted","8492","Red Team 1",120,0,0,0,"7.469V","7.469V","12.468V","11.182V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","3","197","9.780V","12.533V"
"1","30-Dec-2014 06:26:49 PM","No Autonomous","02:00","Played","8492","Red Team 1",2564,0,0,0,"7.474V","7.469V","12.401V","12.107V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","52","2401","9.419V","12.533V"
"1","30-Dec-2014 06:30:21 PM","No Autonomous","02:00","Played","8492","Red Team 1",2566,0,0,0,"7.470V","7.464V","12.223V","12.048V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","76","2355","9.392V","12.284V"
"1","30-Dec-2014 06:33:14 PM","No Autonomous","02:00","Played","8492","Red Team 1",239,0,0,2,"7.468V","7.468V","12.160V","12.160V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","2","98","9.679V","12.212V"
"1","30-Dec-2014 06:34:17 PM","00:30","02:00","Halted","8492","Red Team 1",212,0,0,0,"7.463V","7.466V","12.187V","11.965V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","7","250","9.388V","12.236V"
"1","30-Dec-2014 06:34:40 PM","No Autonomous","02:00","Played","8492","Red Team 1",2566,0,0,0,"7.464V","7.465V","12.167V","11.977V","Teleop12-26.rxe","Teleop12-26.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","149","2265","9.256V","12.236V"
"1","30-Dec-2014 06:44:22 PM","00:30","02:00","Halted","8492","Red Team 1",173,0,0,0,"7.461V","7.461V","12.245V","11.868V","Teleop12-26.rxe","AutoRamp.rxe","P1.124 F9.68 SV2.02/Sep  9 2011 ","0","0","4","237","9.677V","12.282V"
